CustomerID,frequency,recency,T,monetary_value,predicted_purchases,prob_alive,CLV_Probabilistic
12417,8.0,354.0,358.0,419.72,1.7480961103649058,0.8838362721968451,0.0
12418,0.0,0.0,113.0,0.0,0.3146075876828888,1.0,150.1874767071151
12420,0.0,0.0,64.0,0.0,0.34433433254974455,1.0,164.37844023457257
12421,3.0,304.0,320.0,216.53,0.6749807178451888,0.7319766649203664,0.0
12422,2.0,229.0,325.0,282.53,0.3862764836243367,0.5620668385352149,0.0
12423,7.0,353.0,354.0,231.6257142857143,1.5436308628606314,0.8736982060314503,0.0
12424,0.0,0.0,163.0,0.0,0.28917040200085437,1.0,138.04426439538327
12425,0.0,0.0,79.0,0.0,0.3346490614955071,1.0,159.75488226010134
12426,0.0,0.0,195.0,0.0,0.2749559700768651,1.0,131.25857407172577
12427,2.0,350.0,372.0,261.15,0.4190136715060085,0.6463104591269411,0.0
12428,6.0,258.0,284.0,497.8733333333334,1.3854779583818835,0.8188893501251446,0.0
12429,3.0,356.0,366.0,822.9666666666667,0.6438656442579955,0.7395319367866842,0.0
12430,0.0,0.0,44.0,0.0,0.35816476051243623,1.0,170.98081461719514
12431,13.0,338.0,374.0,471.4769230769231,2.615730488754058,0.8668950480093648,3363.0608478751883
12432,2.0,130.0,173.0,871.33,0.5203629244562378,0.6099549394318216,0.0
12433,5.0,373.0,374.0,2291.346,1.0761484169785833,0.8321041705480352,0.0
12434,1.0,176.0,261.0,519.89,0.21392606297061875,0.4286466056463223,0.0
12435,1.0,188.0,268.0,3850.9,0.21443482088772742,0.4338549277448297,0.0
12436,0.0,0.0,100.0,0.0,0.32197791642577483,1.0,153.70592673735314
12437,14.0,330.0,332.0,325.6221428571429,3.1684066815252994,0.9305775626327436,2504.013978501155
12438,1.0,126.0,141.0,2016.78,0.2908226799206708,0.4852284013562266,0.0
12441,0.0,0.0,367.0,0.0,0.21756611883885577,1.0,103.86178746045955
12442,0.0,0.0,4.0,0.0,0.3894954958959804,1.0,185.9374916804825
12444,4.0,150.0,172.0,783.8149999999999,1.0892270519194422,0.7649497175533888,0.0
12445,0.0,0.0,23.0,0.0,0.3739495912857057,1.0,178.51618247512397
12446,0.0,0.0,58.0,0.0,0.3483688516033488,1.0,166.30444030612315
12447,0.0,0.0,244.0,0.0,0.2557224448899716,1.0,122.07686730718993
12448,0.0,0.0,45.0,0.0,0.35744662603545724,1.0,170.63799133747636
12449,3.0,165.0,188.0,1069.4533333333334,0.7967929472185026,0.7172522443338692,0.0
12450,1.0,17.0,174.0,96.0,0.19162110491724788,0.33739492701776413,0.0
12451,4.0,314.0,325.0,1529.0025,0.9011756619961871,0.7868869547057975,0.0
12452,0.0,0.0,17.0,0.0,0.3787214320120581,1.0,180.79416541640472
12453,0.0,0.0,135.0,0.0,0.30288038038915216,1.0,144.58913851940784
12454,0.0,0.0,57.0,0.0,0.34905057432957237,1.0,166.62988133194042
12455,5.0,223.0,297.0,156.592,1.0155624926897453,0.7125545777842215,0.0
12456,2.0,210.0,255.0,1120.435,0.46448617863671054,0.6153884179959849,0.0
12457,6.0,173.0,240.0,282.33,1.3087492864479449,0.7276059676104927,0.0
12458,1.0,213.0,285.0,505.48,0.21365578942267022,0.44241319792456163,0.0
12461,1.0,60.0,155.0,200.0,0.23560686460065042,0.4023275609569746,0.0
12462,1.0,285.0,304.0,427.48,0.22875009280733477,0.48579279474525205,0.0
12463,3.0,188.0,242.0,331.40333333333336,0.6919307584809249,0.6750481193392256,0.0
12464,6.0,299.0,310.0,166.35833333333332,1.3772429645567517,0.8425711412727049,0.0
12465,1.0,152.0,170.0,301.25,0.276175676441752,0.483185676236849,0.0
12468,1.0,129.0,317.0,508.95000000000005,0.16036315637098206,0.3463748883011044,0.0
12471,19.0,362.0,365.0,919.138947368421,4.121996390696168,0.9459445090911769,6681.378471266635
12472,6.0,337.0,370.0,823.4683333333334,1.2334603164692632,0.8135833140305514,0.0
12473,3.0,162.0,192.0,1088.7866666666666,0.7804061928884276,0.7068635654845152,0.0
12474,16.0,312.0,330.0,445.399375,3.5259778575704206,0.9114565014680456,3233.6837186844914
12475,0.0,0.0,54.0,0.0,0.3511120105727525,1.0,167.61397046353466
12476,9.0,346.0,362.0,755.9966666666667,1.9207712800186245,0.878322273107356,17135.06415608078
12477,5.0,279.0,302.0,2172.7580000000003,1.1360080014908456,0.8023464285498008,0.0
12478,0.0,0.0,4.0,0.0,0.3894954958959804,1.0,185.9374916804825
12479,0.0,0.0,12.0,0.0,0.3827931384156526,1.0,182.7379179976821
12480,3.0,308.0,337.0,821.7933333333334,0.6473534862888396,0.717363784756514,0.0
12481,7.0,343.0,366.0,776.7057142857144,1.4704169398436222,0.8445600590659975,0.0
12483,7.0,322.0,340.0,276.7742857142857,1.5295489429870697,0.8507974731757746,0.0
12484,5.0,304.0,337.0,680.61,1.0689562371340482,0.7897789048965719,0.0
12488,2.0,66.0,76.0,372.635,0.6572192282120131,0.6514145692794815,0.0
12489,0.0,0.0,337.0,0.0,0.2257783491149796,1.0,107.78214472963006
12490,9.0,324.0,330.0,505.96777777777777,2.0297992691164457,0.8919465608347877,12119.053122804096
12491,0.0,0.0,39.0,0.0,0.36179963054623243,1.0,172.716030104383
12492,1.0,42.0,106.0,136.82,0.27313090855042055,0.4289576748424465,0.0
12493,1.0,32.0,198.0,201.24,0.18331364641029002,0.3350616388386796,0.0
12494,6.0,350.0,366.0,198.08333333333334,1.2755163963618157,0.8372586583283131,0.0
12497,0.0,0.0,82.0,0.0,0.33277762044994325,1.0,158.86149310026116
12498,1.0,36.0,58.0,156.45,0.33000921972283437,0.47389968765093593,0.0
12500,9.0,310.0,334.0,434.76444444444445,1.9569862783836902,0.8643177644605529,10040.039100664304
12501,0.0,0.0,337.0,0.0,0.2257783491149796,1.0,107.78214472963006
12502,4.0,214.0,310.0,776.655,0.7617785020264655,0.6524179659152961,0.0
12504,1.0,12.0,31.0,32.65,0.349937558706069,0.47600430910943387,0.0
12506,0.0,0.0,233.0,0.0,0.2598008763336031,1.0,124.02383029035668
12507,2.0,164.0,299.0,429.325,0.3591959919656932,0.5052951583403593,0.0
12508,1.0,3.0,30.0,123.08,0.3429127798276744,0.46548598050287066,0.0
12509,0.0,0.0,285.0,0.0,0.24159192469769009,1.0,115.33123479442035
12510,1.0,183.0,326.0,301.52,0.17743461627901586,0.38770145760944974,0.0
12512,0.0,0.0,67.0,0.0,0.34235225348743975,1.0,163.43223466084808
12513,0.0,0.0,113.0,0.0,0.3146075876828888,1.0,150.1874767071151
12514,0.0,0.0,268.0,0.0,0.24725597864038698,1.0,118.03514278294628
12515,0.0,0.0,354.0,0.0,0.22104992657047828,1.0,105.52488877469902
12516,1.0,103.0,181.0,728.86,0.2386473075604194,0.4248647550423195,0.0
12517,3.0,162.0,191.0,578.63,0.7832296513436025,0.7083264757281532,0.0
12518,4.0,110.0,111.0,433.015,1.2590006285867354,0.7982238946411745,0.0
12519,0.0,0.0,64.0,0.0,0.34433433254974455,1.0,164.37844023457257
12520,4.0,194.0,274.0,411.71,0.8258920435977553,0.6741406047234141,0.0
12521,0.0,0.0,143.0,0.0,0.2988313910423363,1.0,142.6562306143855
12522,1.0,12.0,52.0,103.32,0.31770141179818967,0.45087879486789323,0.0
12523,10.0,312.0,332.0,168.68200000000002,2.1954968634227057,0.8792888099432737,2099.7114055431434
12524,7.0,324.0,334.0,592.6185714285714,1.5612818430309905,0.8619164564607711,0.0
12526,2.0,94.0,95.0,398.17999999999995,0.6478581192699604,0.66513150365231,0.0
12527,2.0,244.0,326.0,108.09500000000003,0.39745440683117583,0.5790707147249639,0.0
12528,5.0,303.0,313.0,287.99,1.1453206007191963,0.8206405733656333,0.0
12530,3.0,277.0,337.0,424.96000000000004,0.611989855714913,0.6781756311301597,0.0
12531,0.0,0.0,15.0,0.0,0.38033955046583323,1.0,181.56662335162358
12532,0.0,0.0,31.0,0.0,0.3677731644410839,1.0,175.56767773723175
12534,0.0,0.0,131.0,0.0,0.30494662169830417,1.0,145.57552149502231
12535,1.0,95.0,187.0,344.9,0.22893171478697472,0.4114065371480893,0.0
12536,1.0,16.0,60.0,8322.12,0.3099102429430519,0.44677539567817764,0.0
12538,0.0,0.0,30.0,0.0,0.36853391089628296,1.0,175.93084313753798
12539,3.0,311.0,334.0,1284.1666666666667,0.6560878197608461,0.724298058777147,0.0
12540,16.0,342.0,362.0,782.451875,3.3798329931944444,0.9091677993607304,5445.264961474127
12541,2.0,251.0,281.0,334.39,0.4621179715249268,0.6346068750604515,0.0
12544,0.0,0.0,37.0,0.0,0.3632745476854761,1.0,173.42012654759517
12545,1.0,184.0,260.0,372.24,0.2181532567817424,0.43650786379158407,0.0
12546,1.0,31.0,78.0,401.3,0.2984690400318883,0.4453422905018198,0.0
12547,1.0,83.0,281.0,48.4,0.1589902181474026,0.32744387619127585,0.0
12548,0.0,0.0,167.0,0.0,0.28731319282170276,1.0,137.15766924874865
12550,0.0,0.0,80.0,0.0,0.33402289180971434,1.0,159.4559611635304
12551,0.0,0.0,358.0,0.0,0.21996611326639978,1.0,105.0074976127121
12552,1.0,1.0,40.0,120.0,0.32530238085838203,0.45071283360164394,0.0
12553,9.0,321.0,330.0,332.4411111111111,2.0201958559957696,0.8877265714813621,7925.085518134939
12556,1.0,101.0,152.0,290.81,0.2643518062498854,0.4491954007468275,0.0
12557,4.0,355.0,372.0,2842.7400000000002,0.8435532613731063,0.7807976102206865,0.0
12558,0.0,0.0,8.0,0.0,0.38611487402961453,1.0,184.32364926952908
12559,1.0,9.0,320.0,75.60000000000001,0.10769261096410818,0.2335106223607477,0.0
12560,2.0,138.0,144.0,420.85,0.5891618730264536,0.6587456006591103,0.0
12561,0.0,0.0,303.0,0.0,0.23587211552454113,1.0,112.6007103551073
12562,6.0,190.0,199.0,556.13,1.6110063251978173,0.8429261160324016,0.0
12564,0.0,0.0,262.0,0.0,0.24931932516596766,1.0,119.02014384579957
12565,0.0,0.0,289.0,0.0,0.2402968967068589,1.0,114.71301389377231
12566,0.0,0.0,87.0,0.0,0.32970505191858124,1.0,157.39470929465224
12567,8.0,347.0,370.0,984.295,1.67175405077924,0.8576689419599646,0.0
12569,25.0,250.0,253.0,151.0404,6.273288755721121,0.956614911649067,1411.6429417243603
12571,1.0,82.0,122.0,271.26,0.28358005303931133,0.45806920212299834,0.0
12572,1.0,43.0,52.0,487.68,0.3447946034692798,0.48932919249327633,0.0
12573,0.0,0.0,228.0,0.0,0.2616982746158785,1.0,124.9296109246451
12574,0.0,0.0,316.0,0.0,0.23190748856671756,1.0,110.70807539589994
12576,4.0,269.0,305.0,262.245,0.8846769489282976,0.75273677629305,0.0
12577,1.0,324.0,360.0,461.91,0.20829476141025546,0.47487677948632157,0.0
12578,1.0,309.0,331.0,1185.85,0.22017222520216348,0.4841544543784725,0.0
12579,0.0,0.0,79.0,0.0,0.3346490614955071,1.0,159.75488226010134
12580,0.0,0.0,247.0,0.0,0.2546323931888545,1.0,121.55649805711293
12581,0.0,0.0,40.0,0.0,0.3610667025549612,1.0,172.36614469180358
12582,1.0,50.0,289.0,306.2,0.1394471600262423,0.29030685276829155,0.0
12583,14.0,371.0,374.0,458.96571428571434,3.00470115872208,0.929423913671859,3347.040316549959
12584,8.0,277.0,281.0,234.315,1.9290485917661215,0.8832384825114352,0.0
12585,1.0,117.0,352.0,777.25,0.13903045211399764,0.3138653586853869,0.0
12586,0.0,0.0,18.0,0.0,0.3779175859696319,1.0,180.4104251205582
12587,0.0,0.0,8.0,0.0,0.38611487402961453,1.0,184.32364926952908
12588,0.0,0.0,40.0,0.0,0.3610667025549612,1.0,172.36614469180358
12589,1.0,116.0,145.0,515.18,0.28058672783334165,0.4712893196762788,0.0
12590,0.0,0.0,212.0,0.0,0.2679617845465793,1.0,127.91968741564855
12591,0.0,0.0,318.0,0.0,0.23130939728758315,1.0,110.42255837860452
12592,1.0,121.0,214.0,205.8,0.22150741921917502,0.41477224085825043,0.0
12593,2.0,110.0,219.0,91.05,0.41409327875143387,0.520873306787284,0.0
12594,8.0,285.0,323.0,374.65250000000003,1.7118745286993238,0.8283860919453581,0.0
12596,1.0,191.0,243.0,348.32,0.23348041642980363,0.456097585470758,0.0
12597,3.0,249.0,269.0,1098.3566666666666,0.7159234969943884,0.7254374999640286,0.0
12598,6.0,275.0,285.0,383.7033333333333,1.4250673267040188,0.8434250719290491,0.0
12599,6.0,275.0,305.0,138.45333333333335,1.3388997653634287,0.813776828498724,0.0
12600,9.0,343.0,372.0,280.28222222222223,1.8540434917975697,0.8581490889469443,6132.139908790954
12601,4.0,143.0,333.0,108.19999999999999,0.5163050851994166,0.4554346955582909,0.0
12602,0.0,0.0,59.0,0.0,0.34768981326471615,1.0,165.98028075416275
12603,0.0,0.0,22.0,0.0,0.374736432372894,1.0,178.8918049396826
12604,1.0,182.0,262.0,75.68,0.21589554077738407,0.4331953943775219,0.0
12607,0.0,0.0,61.0,0.0,0.34633972595996027,1.0,165.335775619595
12609,2.0,240.0,319.0,419.46,0.40283667737642787,0.5816691928370095,0.0
12610,4.0,104.0,127.0,288.1975,1.1652119184437018,0.7596387845254504,0.0
12611,0.0,0.0,53.0,0.0,0.3518046332455407,1.0,167.94461490953273
12612,0.0,0.0,75.0,0.0,0.3371776175951982,1.0,160.96196522692338
12613,2.0,205.0,263.0,1261.36,0.44799334401443563,0.6002067731665841,0.0
12614,0.0,0.0,278.0,0.0,0.2438922987880335,1.0,116.42938815637721
12615,3.0,166.0,169.0,552.15,0.8535751316478459,0.7456973590633604,0.0
12616,1.0,202.0,298.0,457.7,0.20101927606697548,0.42353706883196046,0.0
12617,0.0,0.0,30.0,0.0,0.36853391089628296,1.0,175.93084313753798
12618,0.0,0.0,22.0,0.0,0.374736432372894,1.0,178.8918049396826
12619,8.0,237.0,254.0,429.4075,1.9540691262723489,0.8619640497507691,0.0
12620,2.0,190.0,205.0,388.875,0.5267416537570334,0.6488362906343909,0.0
12621,16.0,364.0,366.0,826.56625,3.472026914450076,0.9385241216521047,5909.173000918658
12622,0.0,0.0,233.0,0.0,0.2598008763336031,1.0,124.02383029035668
12623,0.0,0.0,277.0,0.0,0.24422452236376227,1.0,116.58798515942092
12624,1.0,71.0,178.0,341.19,0.22231618289905103,0.3939264325264177,0.0
12625,1.0,108.0,320.0,967.2,0.15008301430425863,0.3254260228461224,0.0
12626,8.0,303.0,327.0,690.56,1.7555133984611386,0.8538562902143965,0.0
12627,6.0,130.0,141.0,618.4183333333334,1.7562098844206937,0.8375187600615035,0.0
12628,2.0,60.0,65.0,226.41,0.6788309823175831,0.6588785502780529,0.0
12630,1.0,34.0,44.0,569.09,0.34931222195147765,0.4879001431228541,0.0
12631,0.0,0.0,58.0,0.0,0.3483688516033488,1.0,166.30444030612315
12633,3.0,229.0,288.0,383.72,0.6478509812817613,0.6736367613891282,0.0
12635,1.0,65.0,155.0,1005.54,0.2388388563548711,0.40784658249190603,0.0
12637,6.0,256.0,324.0,750.87,1.1964330741438154,0.7453062836530608,0.0
12638,0.0,0.0,34.0,0.0,0.36550986114813566,1.0,174.48722124508438
12639,0.0,0.0,239.0,0.0,0.25756020135883934,1.0,122.95417611240421
12640,2.0,58.0,82.0,204.995,0.6281119743628588,0.6296063076186117,0.0
12641,0.0,0.0,116.0,0.0,0.3129547966874919,1.0,149.39846678223972
12642,2.0,82.0,108.0,323.40500000000003,0.5981682649950238,0.6286362250320174,0.0
12643,4.0,204.0,333.0,618.36,0.6728768928271023,0.5935472874813096,0.0
12644,0.0,0.0,130.0,0.0,0.30546762868891525,1.0,145.82423998856837
12645,3.0,283.0,317.0,468.6266666666667,0.6574036628064177,0.7101647014143891,0.0
12646,1.0,45.0,50.0,615.28,0.34951780734826765,0.49407130667850374,0.0
12647,10.0,347.0,370.0,335.082,2.08722254423271,0.8761438258358534,3965.239425592375
12648,0.0,0.0,155.0,0.0,0.29295831459325594,1.0,139.8525393910052
12649,1.0,105.0,213.0,248.51000000000002,0.21379636137752447,0.39973618062911864,0.0
12650,0.0,0.0,4.0,0.0,0.3894954958959804,1.0,185.9374916804825
12651,0.0,0.0,335.0,0.0,0.2263480237046229,1.0,108.05409617807678
12652,0.0,0.0,332.0,0.0,0.2272079694467701,1.0,108.46461736756665
12653,1.0,148.0,297.0,1430.75,0.17918750038751055,0.3770388291181545,0.0
12654,3.0,285.0,296.0,145.12666666666667,0.7015039711765901,0.7372549781032681,0.0
12656,4.0,216.0,234.0,877.4925,1.004103963794348,0.774752967170899,0.0
12657,2.0,67.0,79.0,512.37,0.6505289603580925,0.6484301988909152,0.0
12658,0.0,0.0,19.0,0.0,0.3771171852434417,1.0,180.02832955094271
12659,0.0,0.0,30.0,0.0,0.36853391089628296,1.0,175.93084313753798
12660,0.0,0.0,12.0,0.0,0.3827931384156526,1.0,182.7379179976821
12662,9.0,373.0,374.0,398.70000000000005,1.9370065225804818,0.8987091309286342,9113.197174049932
12664,8.0,314.0,323.0,527.5375,1.81173912040614,0.8767111516742293,0.0
12665,0.0,0.0,325.0,0.0,0.22924025968758377,1.0,109.43479277068487
12667,0.0,0.0,59.0,0.0,0.34768981326471615,1.0,165.98028075416275
12668,3.0,344.0,356.0,1112.4266666666665,0.6497551360551055,0.7372382821549653,0.0
12669,2.0,106.0,257.0,803.865,0.35235287034995344,0.4681366949603218,0.0
12670,4.0,222.0,233.0,590.75,1.0186616563848256,0.7848475082283032,0.0
12672,0.0,0.0,330.0,0.0,0.2277849216510983,1.0,108.7400430061752
12673,1.0,321.0,327.0,389.62,0.22657287489455996,0.49570223907700717,0.0
12674,3.0,169.0,208.0,461.2866666666667,0.7481451792753792,0.694367181658795,0.0
12676,5.0,287.0,312.0,164.378,1.1178948579269434,0.7999499944697424,0.0
12678,8.0,311.0,354.0,2175.8975,1.6340648714188348,0.8221315315009516,0.0
12679,3.0,225.0,284.0,106.32000000000001,0.6508414236593134,0.6731138160846228,0.0
12680,3.0,113.0,114.0,183.67666666666665,0.9393225080858776,0.748333671106181,0.0
12681,19.0,353.0,368.0,671.2642105263158,4.022925568184126,0.9265745495541886,4762.262039262824
12682,26.0,368.0,372.0,459.69153846153847,5.584425691987707,0.9573866999580181,3753.541739993841
12683,10.0,361.0,366.0,741.3489999999999,2.160831716457773,0.9026603220509338,9082.15643833453
12684,6.0,206.0,214.0,299.0883333333333,1.578631048794459,0.8448913239655779,0.0
12685,5.0,65.0,94.0,462.76800000000003,1.508232031578072,0.7729558412024193,0.0
12686,0.0,0.0,372.0,0.0,0.21625536929781516,1.0,103.23606140085057
12688,0.0,0.0,114.0,0.0,0.31405470517154643,1.0,149.92354146669206
12689,1.0,102.0,128.0,736.5799999999999,0.29008110574214024,0.47344093849263086,0.0
12690,0.0,0.0,206.0,0.0,0.27038907260880063,1.0,129.07842701246264
12691,5.0,329.0,358.0,171.16,1.0506481190333812,0.7967626454874289,0.0
12693,3.0,192.0,320.0,231.28666666666666,0.5258123558962643,0.5702123993579674,0.0
12694,1.0,113.0,184.0,430.17,0.2417326193228229,0.43238417115107175,0.0
12695,3.0,203.0,211.0,164.28333333333333,0.7930923022689443,0.7394070738347791,0.0
12697,2.0,141.0,170.0,283.54499999999996,0.5392690408970696,0.6291009031457196,0.0
12700,3.0,208.0,216.0,1282.52,0.787291593460946,0.7394975253397197,0.0
12701,1.0,163.0,243.0,460.63,0.2206418046553585,0.4310177097335936,0.0
12702,0.0,0.0,20.0,0.0,0.37632020747852557,1.0,179.64786803573898
12703,0.0,0.0,72.0,0.0,0.3390994941159695,1.0,161.8794312909912
12704,6.0,162.0,170.0,335.2133333333333,1.6875053694251791,0.8438658031335615,0.0
12705,7.0,342.0,358.0,858.6128571428571,1.501867989932358,0.8542485636095926,0.0
12707,0.0,0.0,292.0,0.0,0.23933474360376666,1.0,114.2537009197159
12708,9.0,339.0,369.0,279.60777777777776,1.8566176853021874,0.8562344119776242,6125.87874958935
12709,14.0,351.0,367.0,658.13,2.9661213609819543,0.9097707905741533,4737.823827768167
12710,2.0,105.0,202.0,215.03000000000003,0.4361853520830709,0.534852419896593,0.0
12712,12.0,343.0,372.0,351.7166666666667,2.4644849763511547,0.8774786259047649,2761.9429994191737
12713,0.0,0.0,1.0,0.0,0.39207056650177236,1.0,187.1667797579728
12714,4.0,285.0,295.0,935.1400000000001,0.9379044392045328,0.7875581960349687,0.0
12715,0.0,0.0,107.0,0.0,0.31796654589659584,1.0,151.7909773162288
12716,1.0,130.0,134.0,375.59000000000003,0.30083851889245006,0.49604843750910865,0.0
12717,1.0,94.0,246.0,421.24,0.18502677109653612,0.3629942241758331,0.0
12718,0.0,0.0,72.0,0.0,0.3390994941159695,1.0,161.8794312909912
12719,1.0,60.0,66.0,361.35,0.3381240511505665,0.4931377766583577,0.0
12720,20.0,367.0,370.0,265.41700000000003,4.312829182139516,0.948337212085611,1944.28227689407
12721,5.0,323.0,355.0,473.90599999999995,1.0487411121228003,0.7923919941538993,0.0
12722,3.0,65.0,151.0,231.57000000000002,0.7007290126474994,0.5945312681225439,0.0
12723,2.0,62.0,66.0,212.82999999999998,0.6791336237099423,0.6604419048851007,0.0
12724,3.0,327.0,333.0,292.17,0.6742682029472287,0.7434283072408543,0.0
12725,0.0,0.0,372.0,0.0,0.21625536929781516,1.0,103.23606140085057
12726,6.0,329.0,358.0,406.46999999999997,1.2595875676307184,0.818774702317258,0.0
12727,5.0,310.0,321.0,693.24,1.131973258081755,0.819498043561248,0.0
12728,3.0,261.0,333.0,194.59666666666666,0.5996507082175181,0.6611572501822677,0.0
12729,0.0,0.0,114.0,0.0,0.31405470517154643,1.0,149.92354146669206
12731,10.0,341.0,365.0,1782.4009999999998,2.0952592312330136,0.8742059368630533,21173.197569378073
12732,0.0,0.0,180.0,0.0,0.281439711230158,1.0,134.35378461832155
12733,0.0,0.0,235.0,0.0,0.25904964134359043,1.0,123.66520547652091
12734,0.0,0.0,353.0,0.0,0.22132255755098645,1.0,105.6550374444634
12735,1.0,22.0,338.0,459.8,0.10651324805199491,0.2362994675859689,0.0
12736,0.0,0.0,333.0,0.0,0.2269205926548752,1.0,108.32742933737079
12738,0.0,0.0,373.0,0.0,0.2159951196653229,1.0,103.1118233431933
12739,1.0,21.0,100.0,37.5,0.2637981171204742,0.40986829297183514,0.0
12740,0.0,0.0,64.0,0.0,0.34433433254974455,1.0,164.37844023457257
12743,0.0,0.0,135.0,0.0,0.30288038038915216,1.0,144.58913851940784
12744,5.0,267.0,319.0,3845.244,1.0494872213343092,0.7578300522063882,0.0
12747,10.0,367.0,370.0,383.745,2.1566208717567767,0.9052748432022346,4692.076636695419
12748,112.0,373.0,374.0,301.02482142857144,24.102154446996778,0.9897117524384467,7822.542773638943
12749,3.0,210.0,214.0,1077.26,0.7952177013491698,0.7447209780728842,0.0
12750,0.0,0.0,129.0,0.0,0.3059904328913217,1.0,146.0738164356897
12752,0.0,0.0,82.0,0.0,0.33277762044994325,1.0,158.86149310026116
12753,5.0,340.0,363.0,3567.7599999999998,1.0551746846943113,0.8050991999897282,0.0
